https://github.com/Guovin/iptv-api
https://raw.githubusercontent.com/Guovin/iptv-api/gd/output/ipv6/result.m3u


🇨🇳｜央视高清,#genre#
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221225701/index.m3u8?
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221226143/index.m3u8?
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221226137/index.m3u8?
CCTV8,https://zby.130519.xyz/PLTV/11/224/3221225736/index.m3u8?
CCTV8,https://zby.130519.xyz/PLTV/11/224/3221226167/index.m3u8?
CCTV10,https://zby.130519.xyz/PLTV/11/224/3221225743/index.m3u8?
CCTV10,https://zby.130519.xyz/PLTV/11/224/3221226169/index.m3u8?
CCTV11,https://zby.130519.xyz/PLTV/11/224/3221226101/index.m3u8?
CCTV11,https://zby.130519.xyz/PLTV/11/224/3221226145/index.m3u8?
CCTV12,https://zby.130519.xyz/PLTV/11/224/3221226103/index.m3u8?
CCTV12,https://zby.130519.xyz/PLTV/11/224/3221226126/index.m3u8?
CCTV13,https://zby.130519.xyz/PLTV/11/224/3221226128/index.m3u8?
CCTV14,https://zby.130519.xyz/PLTV/11/224/3221225738/index.m3u8?
CCTV14,https://zby.130519.xyz/PLTV/11/224/3221226150/index.m3u8?
CCTV15,https://zby.130519.xyz/PLTV/11/224/3221226147/index.m3u8?
CCTV16,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8?
CETV1,https://zby.130519.xyz/PLTV/11/224/3221225775/index.m3u8?
CETV4,https://zby.130519.xyz/PLTV/11/224/3221226153/index.m3u8?
CETV4,https://zby.130519.xyz/PLTV/11/224/3221226069/index.m3u8?
CGTN,https://zby.130519.xyz/PLTV/11/224/3221226016/index.m3u8?
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,http://go.migu.209173.xyz/php/kuai.php?id=578
CCTV2,http://go.migu.209173.xyz/php/kuai.php?id=579
CCTV3,http://go.migu.209173.xyz/php/kuai.php?id=580
CCTV4,http://go.migu.209173.xyz/php/kuai.php?id=581
CCTV5,http://go.migu.209173.xyz/php/kuai.php?id=582
CCTV5+,http://go.migu.209173.xyz/php/kuai.php?id=583
CCTV6,http://go.migu.209173.xyz/php/kuai.php?id=584
CCTV7,http://go.migu.209173.xyz/php/kuai.php?id=585
CCTV8,http://go.migu.209173.xyz/php/kuai.php?id=586
CCTV9,http://go.migu.209173.xyz/php/kuai.php?id=587
CCTV10,http://go.migu.209173.xyz/php/kuai.php?id=588
CCTV11,http://go.migu.209173.xyz/php/kuai.php?id=589
CCTV12,http://go.migu.209173.xyz/php/kuai.php?id=590
CCTV13,http://go.migu.209173.xyz/php/kuai.php?id=591
CCTV14,http://go.migu.209173.xyz/php/kuai.php?id=592
CCTV15,http://go.migu.209173.xyz/php/kuai.php?id=593
CCTV17,http://go.migu.209173.xyz/php/kuai.php?id=594
CCTV4美洲,http://go.migu.209173.xyz/php/kuai.php?id=595
CCTV4欧洲,http://go.migu.209173.xyz/php/kuai.php?id=596
🇨🇳｜卫视高清,#genre#
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8
上海卫视,http://112.27.235.94:8000/hls/28/index.m3u8
浙江卫视,http://112.27.235.94:8000/hls/29/index.m3u8
广东卫视,http://112.27.235.94:8000/hls/30/index.m3u8
湖南卫视,http://112.27.235.94:8000/hls/31/index.m3u8
江苏卫视,http://112.27.235.94:8000/hls/32/index.m3u8
深圳卫视,http://112.27.235.94:8000/hls/33/index.m3u8
山东卫视,http://112.27.235.94:8000/hls/34/index.m3u8
四川卫视,http://112.27.235.94:8000/hls/35/index.m3u8
重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8
河南卫视,http://112.27.235.94:8000/hls/37/index.m3u8
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8
河北卫视,http://112.27.235.94:8000/hls/39/index.m3u8
云南卫视,http://112.27.235.94:8000/hls/40/index.m3u8
湖北卫视,http://112.27.235.94:8000/hls/41/index.m3u8
天津卫视,http://112.27.235.94:8000/hls/42/index.m3u8
陕西卫视,http://112.27.235.94:8000/hls/43/index.m3u8
江西卫视,http://112.27.235.94:8000/hls/44/index.m3u8
山西卫视,http://112.27.235.94:8000/hls/45/index.m3u8
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8
辽宁卫视,http://112.27.235.94:8000/hls/47/index.m3u8
黑龙江卫视,http://112.27.235.94:8000/hls/48/index.m3u8
内蒙古卫视,http://112.27.235.94:8000/hls/49/index.m3u8
江苏卫视,https://zby.130519.xyz/PLTV/11/224/3221225720/index.m3u8?
黑龙江卫视,https://zby.130519.xyz/PLTV/11/224/3221225722/index.m3u8?
东方卫视,https://zby.130519.xyz/PLTV/11/224/3221225725/index.m3u8?
北京卫视,https://zby.130519.xyz/PLTV/11/224/3221225724/index.m3u8?
湖南卫视,https://zby.130519.xyz/PLTV/11/224/3221225726/index.m3u8?
浙江卫视,https://zby.130519.xyz/PLTV/11/224/3221225727/index.m3u8?
深圳卫视,https://zby.130519.xyz/PLTV/11/224/3221225728/index.m3u8?
湖北卫视,https://zby.130519.xyz/PLTV/11/224/3221225729/index.m3u8?
安徽卫视,https://zby.130519.xyz/PLTV/11/224/3221225739/index.m3u8?
江西卫视,https://zby.130519.xyz/PLTV/11/224/3221225740/index.m3u8?
天津卫视,https://zby.130519.xyz/PLTV/11/224/3221225742/index.m3u8?
广东卫视,https://zby.130519.xyz/PLTV/11/224/3221225731/index.m3u8?
山东卫视,https://zby.130519.xyz/PLTV/11/224/3221225733/index.m3u8?
东南卫视,https://zby.130519.xyz/PLTV/11/224/3221225745/index.m3u8?
辽宁卫视,https://zby.130519.xyz/PLTV/11/224/3221225747/index.m3u8?
西藏卫视,https://zby.130519.xyz/PLTV/11/224/3221225767/index.m3u8?
康巴卫视,https://zby.130519.xyz/PLTV/11/224/3221225773/index.m3u8?
厦门卫视,https://zby.130519.xyz/PLTV/11/224/3221226008/index.m3u8?
内蒙古卫视,https://zby.130519.xyz/PLTV/11/224/3221226011/index.m3u8?
西藏卫视,https://zby.130519.xyz/PLTV/11/224/3221226012/index.m3u8?
吉林卫视,https://zby.130519.xyz/PLTV/11/224/3221226082/index.m3u8?
广西卫视,https://zby.130519.xyz/PLTV/11/224/3221226084/index.m3u8?
陕西卫视,https://zby.130519.xyz/PLTV/11/224/3221226086/index.m3u8?
新疆卫视,https://zby.130519.xyz/PLTV/11/224/3221226088/index.m3u8?
甘肃卫视,https://zby.130519.xyz/PLTV/11/224/3221226090/index.m3u8?
宁夏卫视,https://zby.130519.xyz/PLTV/11/224/3221226092/index.m3u8?
河北卫视,https://zby.130519.xyz/PLTV/11/224/3221226107/index.m3u8?
青海卫视,https://zby.130519.xyz/PLTV/11/224/3221226105/index.m3u8?
东方卫视,https://zby.130519.xyz/PLTV/11/224/3221226106/index.m3u8?
云南卫视,https://zby.130519.xyz/PLTV/11/224/3221226109/index.m3u8?
兵团卫视,https://zby.130519.xyz/PLTV/11/224/3221226111/index.m3u8?
山西卫视,https://zby.130519.xyz/PLTV/11/224/3221226113/index.m3u8?
东方卫视,https://zby.130519.xyz/PLTV/11/224/3221226050/index.m3u8?
广西卫视,https://zby.130519.xyz/PLTV/11/224/3221226130/index.m3u8?
河南卫视,https://zby.130519.xyz/PLTV/11/224/3221226132/index.m3u8?
吉林卫视,https://zby.130519.xyz/PLTV/11/224/3221226149/index.m3u8?
云南卫视,https://zby.130519.xyz/PLTV/11/224/3221226151/index.m3u8?
四川卫视,https://zby.130519.xyz/PLTV/11/224/3221226152/index.m3u8?
海南卫视,https://zby.130519.xyz/PLTV/11/224/3221226154/index.m3u8?
重庆卫视,https://zby.130519.xyz/PLTV/11/224/3221226171/index.m3u8?
贵州卫视,https://zby.130519.xyz/PLTV/11/224/3221226173/index.m3u8?
广东珠江,https://fn.130519.xyz/gdzj/index.m3u8?servicetype=1&&IASHttpSessionId=RR778520250111113355399717&ispcode=1108
大湾区卫视,https://fn.130519.xyz/gddwq/index.m3u8?servicetype=1&&IASHttpSessionId=RR778520250111113355399717&ispcode=1108
东方财经,https://zby.130519.xyz/PLTV/11/224/3221226134/index.m3u8?
新闻综合,https://zby.130519.xyz/PLTV/11/224/3221226136/index.m3u8?
第一财经,https://zby.130519.xyz/PLTV/11/224/3221225737/index.m3u8?
五星体育,https://zby.130519.xyz/PLTV/11/224/3221225732/index.m3u8?
东方影视,https://zby.130519.xyz/PLTV/11/224/3221225744/index.m3u8?
上海都市,https://zby.130519.xyz/PLTV/11/224/3221225749/index.m3u8?
金色学堂,https://zby.130519.xyz/PLTV/11/224/3221225748/index.m3u8?
都市剧场,https://zby.130519.xyz/PLTV/11/224/3221225762/index.m3u8?
都市剧场,https://zby.130519.xyz/PLTV/11/224/3221226155/index.m3u8?
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8?
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221226138/index.m3u8?
生活时尚,https://zby.130519.xyz/PLTV/11/224/3221225768/index.m3u8?
欢笑剧场,https://zby.130519.xyz/PLTV/11/224/3221225771/index.m3u8?
法治天地,https://zby.130519.xyz/PLTV/11/224/3221225994/index.m3u8?
海南卫视,http://go.migu.209173.xyz/php/kuai.php?id=600
江西卫视,http://go.migu.209173.xyz/php/kuai.php?id=602
黑龙江卫视,http://go.migu.209173.xyz/php/kuai.php?id=621
东南卫视,http://go.migu.209173.xyz/php/kuai.php?id=618
湖北卫视,http://go.migu.209173.xyz/php/kuai.php?id=604
山东卫视,http://go.migu.209173.xyz/php/kuai.php?id=613
安徽卫视,http://go.migu.209173.xyz/php/kuai.php?id=612
广东卫视,http://go.migu.209173.xyz/php/kuai.php?id=598
北京卫视,http://go.migu.209173.xyz/php/kuai.php?id=608
深圳卫视,http://go.migu.209173.xyz/php/kuai.php?id=606
江苏卫视,http://go.migu.209173.xyz/php/kuai.php?id=599
浙江卫视,http://go.migu.209173.xyz/php/kuai.php?id=617
河北卫视,http://go.migu.209173.xyz/php/kuai.php?id=615
四川卫视,http://go.migu.209173.xyz/php/kuai.php?id=610
辽宁卫视,http://go.migu.209173.xyz/php/kuai.php?id=620
重庆卫视,http://go.migu.209173.xyz/php/kuai.php?id=607
湖南卫视,http://go.migu.209173.xyz/php/kuai.php?id=609
河南卫视,http://go.migu.209173.xyz/php/kuai.php?id=616
贵州卫视,http://go.migu.209173.xyz/php/kuai.php?id=619
广西卫视,http://go.migu.209173.xyz/php/kuai.php?id=614
吉林卫视,http://go.migu.209173.xyz/php/kuai.php?id=601
陕西卫视,http://go.migu.209173.xyz/php/kuai.php?id=603
天津卫视,http://go.migu.209173.xyz/php/kuai.php?id=611
青海卫视,http://go.migu.209173.xyz/php/kuai.php?id=605
甘肃卫视,http://go.migu.209173.xyz/php/kuai.php?id=622
新疆卫视,http://go.migu.209173.xyz/php/kuai.php?id=623
山西卫视,http://go.migu.209173.xyz/php/kuai.php?id=624
东方卫视,http://go.migu.209173.xyz/php/kuai.php?id=597
🇨🇳｜数字地方频道,#genre#
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3&token=512df05ba47edb46400575c93e179adb7981226d414516400ed1d382cb126adc517715d4ccd3a2276bf3c7b72d52f58905225cf0b1cc461b7888443f
翡翠台,http://mytv.cdn.loc.cc/o12.php?id=fct
明珠台,http://mytv.cdn.loc.cc/o12.php?id=mzt
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
TVB Plus,http://r.jdshipin.com/ndGgS
無線新聞台,http://r.jdshipin.com/CkuBd
CH5,http://cdn6.163189.xyz/163189/ch5
CH8,http://cdn6.163189.xyz/163189/ch8
VIUTV,https://cdn.163189.xyz/163189/viu
美亚电影台,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
美亚电影台,http://bxtv.3a.ink/api.php?id=meiya
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
PopC,http://bxtv.3a.ink/api.php?id=popc
千禧經典台,http://bxtv.3a.ink/api.php?id=qxjd
NOW新闻,http://bxtv.3a.ink/api.php?id=now
广东体育,http://bxtv.3a.ink/api.php?id=gdty
广东珠江,http://bxtv.3a.ink/api.php?id=gdzj
中天新聞台,http://bxtv.3a.ink/api.php?id=ztxw
🇨🇳｜快抖舞曲,#genre#
💃快手热舞,http://www.kankanbb.top/video.php
💃快手热舞,http://qej6c.716888.xyz/fenlei/zj/heji1/heji1.php?
💃快手热舞,https://v.nrzj.vip/video.php
💃快手热舞,http://v.nrzj.vip/video.php
💃快手热舞,https://api.mhimg.cn/api/Sj_girls_video
💃快手热舞,https://api.e1e1.top/shuang/s.php
💃快手热舞,http://api.yujn.cn/api/sbkl.php
💃快手热舞,https://xjj.349457.xyz/video.php
💃快手热舞,https://api.e1e1.top/crosswise/cw.php
💃快手热舞,https://api.e1e1.top/whole/w.php
💃快手热舞,http://api.yujn.cn/api/hanfu.php
💃快手热舞,https://api.e1e1.top/wd/wd.php
💃快手热舞,https://jiejie.uk/xjj/get/video.php
💃快手热舞,https://v.nrzj.vip/tiktok/video.php
💃快手热舞,http://wwzpr.716888.xyz//fenlei/zj/heji1/heji1.php
💃快手热舞,http://xjj2.716888.xyz/fenlei/zj/gengxin/gengxin.php
💃快手热舞,https://jiejie.uk/xjj/tiktok/video2.php
💃快手热舞,http://api.yujn.cn/api/juhexjj.php?type=video
💃快手热舞,https://api.suyanw.cn/api/jksp.php
💃快手热舞,https://api.suyanw.cn/api/xjj/api.php
💃快手热舞,http://api.yujn.cn/api/diaodai.php
💃快手热舞,https://api.e1e1.top/meitui/mt.php
💃快手热舞,https://tvv.tw/xjj/get/video.php
💃快手热舞,http://epimw.716888.xyz/fenlei/zj/wanmeisc/wanmeisc.php
💃快手热舞,http://wmsp.cc/video.php
💃快手热舞,http://api.yujn.cn/api/COS.php
💃快手热舞,http://4gicc.716888.xyz/fenlei/zj/gengxin/gengxin.php
💃快手热舞,http://api.yujn.cn/api/zzxjj.php
💃快手热舞,http://api.yujn.cn/api/xjj.php
💃快手热舞,https://api.yujn.cn/api/manzhan.php
💃快手热舞,http://api.qemao.com/api/douyin/
💃快手热舞,https://xn--vusr00g.v.nxog.top/m/tv/xjj.php?id=1
💃快手热舞,https://xn--vusr00g.v.nxog.top/m/tv/xjj.php?id=2
💃快手热舞,https://jiejie.uk/xjj/tiktok/video.php
💃快手热歌,http://epimw.716888.xyz/fenlei/djxjj/dj1.php
💃快手热歌,http://xjj1.716888.xyz/fenlei/djxjj/dj1.php
💃快手热歌,https://188sp.711888.xyz/188/video.php
💃快手热歌,http://api.yujn.cn/api/ks_fc.php
💃快手热歌,http://qej6c.716888.xyz/fenlei/mvmn/mvmn.php?
🐟顾止最爱的小胖宝贝,http://222.186.39.21:35466/douyu/238643
🐟親愛的老公丶,http://222.186.39.21:35466/douyu/6739424
🐟少打白骨精,http://222.186.39.21:35466/douyu/11531165
🐱YY-991,http://cfss.cc/cdn/yy/991.m3u8
🐱YY-991,https://live.ottiptv.cc/yy//54880976
🐯虎牙小石榴,https://live.ottiptv.cc/huya/17091681
🐟斗鱼音乐,http://222.186.39.21:35466/douyu/9674665
🐟车模欣赏,http://222.186.39.21:35466/douyu/7356023
🐟音乐台长,http://222.186.39.21:35466/douyu/9629943
🐟斗鱼音乐-久久女团,http://222.186.39.21:35466/douyu/340224
🐟华语点歌台,http://222.186.39.21:35466/douyu/3186217
🐟韩国女团,http://222.186.39.21:35466/douyu/329667
🐟女团直播1,http://222.186.39.21:35466/douyu/17732
🐟女团直播2,http://222.186.39.21:35466/douyu/113158
🐟女团直播3,http://222.186.39.21:35466/douyu/10308234
🐟模特直播1,http://222.186.39.21:35466/douyu/10118209
🐟模特直播2,http://222.186.39.21:35466/douyu/9837104
🐯美女T台秀,https://live.ottiptv.cc/huya/18501378
🐟斗鱼音乐1,http://222.186.39.21:35466/douyu/3870925
🐟斗鱼音乐2,http://222.186.39.21:35466/douyu/7537296
🐟斗鱼动漫音乐,http://222.186.39.21:35466/douyu/9191790
🐟斗鱼音乐一FHD,http://222.186.39.21:35466/douyu/9588891
🇨🇳｜电影轮播,#genre#
🐟神乐影片1,http://222.186.39.21:35466/douyu/122402
🐟神乐影片2,http://222.186.39.21:35466/douyu/85894
🐟贝爷影厅1,http://222.186.39.21:35466/douyu/252802
🐟贝爷影厅2,http://222.186.39.21:35466/douyu/36337
🐟贝爷MAX厅,http://222.186.39.21:35466/douyu/4332
🐟国产影片,http://222.186.39.21:35466/douyu/5423
🐟麓山迷踪,http://222.186.39.21:35466/douyu/4505431
🐟奶虫恐怖电影,http://222.186.39.21:35466/douyu/263824
🐟恐怖经典,http://222.186.39.21:35466/douyu/1165374
🐯喜剧专场,https://live.ottiptv.cc/huya/11602044
🐯喜剧专场,https://live.ottiptv.cc/huya/11602044
🐯沈腾,https://live.ottiptv.cc/huya/11601968
🐯动作大片,https://live.ottiptv.cc/huya/11602077
🐱武侠玄幻,https://yylunbo.ottiptv.cc/yy/28099939
🐯玄幻专场,https://live.ottiptv.cc/huya/11352973
🐯玄幻剧场,https://live.ottiptv.cc/huya/11342414
🐟漫威影片,http://222.186.39.21:35466/douyu/6140589
🐟豆瓣高分,http://222.186.39.21:35466/douyu/8770422
🐟霍格影片,http://222.186.39.21:35466/douyu/8814650
🐟可乐电影,http://222.186.39.21:35466/douyu/20415
🐟女神金电影,http://222.186.39.21:35466/douyu/747764
🐟斗鱼电影1,http://222.186.39.21:35466/douyu/2935323
🐟斗鱼电影2,http://222.186.39.21:35466/douyu/7459925
🐟斗鱼电影3,http://222.186.39.21:35466/douyu/431460
🐟斗鱼电影4,http://222.186.39.21:35466/douyu/4246519
🐟斗鱼电影5,http://222.186.39.21:35466/douyu/7116591
🐟斗鱼电影6,http://222.186.39.21:35466/douyu/6776615
🐟斗鱼电影7,http://222.186.39.21:35466/douyu/7655471
🐟斗鱼电影8,http://222.186.39.21:35466/douyu/4290711
🐟斗鱼电影9,http://222.186.39.21:35466/douyu/6566671
🐟斗鱼电影10,http://222.186.39.21:35466/douyu/8475821
🐟斗鱼电影11,http://222.186.39.21:35466/douyu/338759
🐟斗鱼电影12,http://222.186.39.21:35466/douyu/2793084
🐟斗鱼电影13,http://222.186.39.21:35466/douyu/5067952
🐟斗鱼电影14,http://222.186.39.21:35466/douyu/413573
🐟斗鱼电影15,http://222.186.39.21:35466/douyu/5033502
🐟斗鱼电影16,http://222.186.39.21:35466/douyu/426517
🐟斗鱼电影17,http://222.186.39.21:35466/douyu/1274132
🐟斗鱼电影18,http://222.186.39.21:35466/douyu/7314294
🐟斗鱼电影19,http://222.186.39.21:35466/douyu/6582435
🐟斗鱼电影20,http://222.186.39.21:35466/douyu/323876
🇨🇳｜经典老片,#genre#
🐯周星驰粤语,https://live.ottiptv.cc/huya/11336587
🐯周星驰,https://live.ottiptv.cc/huya/11342412
🐟经典港剧,http://222.186.39.21:35466/douyu/315457
🐯港台电影,https://live.ottiptv.cc/huya/880261
🐯香港警匪,https://live.ottiptv.cc/huya/11352886
🐯欧美娱乐,https://live.ottiptv.cc/huya/21059574
🐟喜剧经典,http://222.186.39.21:35466/douyu/9650887
🐯搞笑喜剧,https://live.ottiptv.cc/huya/11342423
🐯港剧喜剧,https://live.ottiptv.cc/huya/111352965
🐯超经典喜剧,https://live.ottiptv.cc/huya/11352883
🐟林正英电影1,http://222.186.39.21:35466/douyu/218859
🐯林正英粤语,https://live.ottiptv.cc/huya/27141038
🐯林正英僵尸,https://live.ottiptv.cc/huya/11342421
🐯李连杰,https://live.ottiptv.cc/huya/11342390
🐯梁家辉,https://live.ottiptv.cc/huya/11342429
🐯刘德华,https://live.ottiptv.cc/huya/11342424
🐯古墓系列,https://live.ottiptv.cc/huya/11352913
🐯黑帮系列,https://live.ottiptv.cc/huya/11336719
🐯香港黑帮,https://live.ottiptv.cc/huya/11342419
🐯中国功夫,https://live.ottiptv.cc/huya/11352941
🐯古装武侠,https://live.ottiptv.cc/huya/27545581
🐯王晶导演,https://live.ottiptv.cc/huya/11602058
🐯历年贺岁大片,https://live.ottiptv.cc/huya/11601986
🐯历年贺岁喜剧,https://live.ottiptv.cc/huya/11352897
🐯金庸作品电影,https://live.ottiptv.cc/huya/11342427
峨眉电影,http://112.19.214.90:8883/tsfile/live/1004_1.m3u8
峨眉电影,http://182.151.211.171:808/hls/58/index.m3u8
🇨🇳｜欢乐剧场,#genre#
🐯金庸电视剧,https://live.ottiptv.cc/huya/11602082
🐯古装电视剧,https://live.ottiptv.cc/huya/11352960
🐯动物世界,https://live.ottiptv.cc/huya/21059609
🐯动画剧场,https://live.ottiptv.cc/huya/11602065
🐟精彩短剧看不停,http://222.186.39.21:35466/douyu/11824307
🐟人生回答机本机,http://222.186.39.21:35466/douyu/9409722
🐟哈利影视,http://222.186.39.21:35466/douyu/8475821
🐟不思异剧场,http://222.186.39.21:35466/douyu/9297412
🐟万合天宜,http://222.186.39.21:35466/douyu/9220456
🐯陈翔六点半,https://live.ottiptv.cc/huya/11274154
🐟吟笑扒片,http://222.186.39.21:35466/douyu/2987100
🐟文西与阿漆,http://222.186.39.21:35466/douyu/8737695
🐟电影解说2,http://222.186.39.21:35466/douyu/8413092
🐟电影解说4,http://222.186.39.21:35466/douyu/2758565
🐟电影解说5,http://222.186.39.21:35466/douyu/8867878
🐟电影解说6,http://222.186.39.21:35466/douyu/6725858
🐟电影解说7,http://222.186.39.21:35466/douyu/8799435
🐟电影解说8,http://222.186.39.21:35466/douyu/4258555
🐟电影解说9,http://222.186.39.21:35466/douyu/8705754
🐟电影解说10,http://222.186.39.21:35466/douyu/8415464
🐟电影解说11,http://222.186.39.21:35466/douyu/562225
🐟电影解说12,http://222.186.39.21:35466/douyu/8651489
🐟电影解说13,http://222.186.39.21:35466/douyu/5354713
🐟电影解说14,http://222.186.39.21:35466/douyu/8014467
🐟电影解说15,http://222.186.39.21:35466/douyu/8788687
🐟斗鱼小品1,http://222.186.39.21:35466/douyu/9322175
🐟斗鱼小品2,http://222.186.39.21:35466/douyu/1486165
🐟王Li差点红,http://222.186.39.21:35466/douyu/9348469
🐟田小豆短剧,http://222.186.39.21:35466/douyu/10378551
🇨🇳｜网红主播,#genre#
🐯小羊炖土豆,https://live.ottiptv.cc/huya/372582
🐯桃大大、,https://live.ottiptv.cc/huya/160584
🐯ATB-M2舞团,https://live.ottiptv.cc/huya/147165
🐱YY-993,http://cfss.cc/cdn/yy/993.m3u8
🐱YY-993,https://live.ottiptv.cc/yy/22490906
🐟南妹儿呀,http://222.186.39.21:35466/douyu/1486165
🅱️奶尤uu,https://live.ottiptv.cc/bilibili/1812804885
🅱️小燃燃rrr,https://live.ottiptv.cc/bilibili/1954823286
🅱️悲伤小饼干1,https://live.ottiptv.cc/bilibili/1961608037
🅱️白莉甜_,https://live.ottiptv.cc/bilibili/1705538829
🅱️媛媛上青山,https://live.ottiptv.cc/bilibili/1894644817
🅱️一颗熊子,https://live.ottiptv.cc/bilibili/30646111
🅱️真香KK,https://live.ottiptv.cc/bilibili/22305468
🅱️真香KK,https://yylunbo.ottiptv.cc/bilibili/22305468
🅱️香老师123,https://live.ottiptv.cc/bilibili/21593109
🅱️奶尤uu,https://live.ottiptv.cc/bilibili/1812804885
🅱️茶茶不缚i,https://live.ottiptv.cc/bilibili/1844417182
🐟🇰🇷瑜伽女孩,http://222.186.39.21:35466/douyu/10205199
🐟🇰🇷钓鱼欧尼,http://222.186.39.21:35466/douyu/10616765
🐯🇰🇷瑜伽裤直播1,https://live.ottiptv.cc/huya/30901472
🐯🇰🇷瑜伽裤直播2,https://live.ottiptv.cc/huya/18152352
🐯🇰🇷瑜伽裤直播3,https://live.ottiptv.cc/huya/30867827
🐯🇰🇷瑜伽裤直播4,https://live.ottiptv.cc/huya/30901478
🐯🇰🇷瑜伽裤直播5,https://live.ottiptv.cc/huya/30901474
🐯🇰🇷瑜伽裤直播6,https://live.ottiptv.cc/huya/30901473
🐯🇰🇷瑜伽裤直播7,https://live.ottiptv.cc/huya/30901477
🐯🇰🇷瑜伽裤直播8,https://live.ottiptv.cc/huya/30805945
🐟🇰🇷瑜伽裤直播9,http://222.186.39.21:35466/douyu/9974197
斗鱼测试,http://222.186.39.21:35466/douyu/4238637
🇨🇳｜电台听书,#genre#
🐟斗鱼老烟斗,http://222.186.39.21:35466/douyu/2337939
🐟斗鱼鬼故事,http://222.186.39.21:35466/douyu/9682807
🐟悬疑探案,http://222.186.39.21:35466/douyu/11104966
🐟悬疑探案,http://jiandjh.51vip.biz:35455/douyu/11104966
NewTV相声小品,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1044_720P_t10/c59_fast_1044_720P_t10.m3u8?d
🐟赵本山专场,http://222.186.39.21:35466/douyu/9817716
🐟宋小宝专场,http://222.186.39.21:35466/douyu/9817729
🐟贾玲专场,http://222.186.39.21:35466/douyu/10419541
🐟许君聪专场,http://222.186.39.21:35466/douyu/10419558
🐟沈腾马丽专场,http://222.186.39.21:35466/douyu/10153463
🐯盗墓系列,https://live.ottiptv.cc/huya/27675697
🇨🇳｜埋堆堆,#genre#
测试,https://live.ottiptv.cc/huya/660004
埋堆堆1,https://live.ottiptv.cc/huya/23749096
埋堆堆2,https://live.ottiptv.cc/huya/23735126
埋堆堆3,https://live.ottiptv.cc/huya/23865152
埋堆堆4,https://live.ottiptv.cc/huya/23903196
埋堆堆5,https://live.ottiptv.cc/huya/23740156
